"","KO","Level1","Level2","Level3","Level4"
"82","K00516"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K00516  E1.14.99.55; lytic starch monooxygenase"
"83","K00534"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K00534  E1.12.7.2S; ferredoxin hydrogenase small subunit"
"84","K00541"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00760 Nicotinate and nicotinamide metabolism","    K00541  NNMT; nicotinamide N-methyltransferase"
"85","K00543"," 09100 Metabolism","  09105 Amino acid metabolism","   00380 Tryptophan metabolism","    K00543  ASMT; acetylserotonin O-methyltransferase"
"86","K00578"," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K00578  mtrB; tetrahydromethanopterin S-methyltransferase subunit B"
"87","K00582"," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K00582  mtrF; tetrahydromethanopterin S-methyltransferase subunit F"
"88","K00583"," 09100 Metabolism","  09102 Energy metabolism","   00680 Methane metabolism","    K00583  mtrG; tetrahydromethanopterin S-methyltransferase subunit G"
"89","K00586"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03012 Translation factors","    K00586  DPH5; diphthine methyl ester synthase"
"90","K00591"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00130 Ubiquinone and other terpenoid-quinone biosynthesis","    K00591  COQ3; polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase"
"91","K00617"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K00617  sftT; 6-deoxy-6-sulfo-D-fructose transaldolase"
"92","K00633"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K00633  lacA; galactoside O-acetyltransferase"
"93","K00638"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   01504 Antimicrobial resistance genes","    K00638  catB; chloramphenicol O-acetyltransferase type B"
"94","K00649"," 09100 Metabolism","  09103 Lipid metabolism","   00564 Glycerophospholipid metabolism","    K00649  GNPAT; glyceronephosphate O-acyltransferase"
"95","K00653"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03036 Chromosome and associated proteins","    K00653  CDY; chromodomain protein Y"
"96","K00659"," 09100 Metabolism","  09103 Lipid metabolism","   00120 Primary bile acid biosynthesis","    K00659  BAAT; bile acid-CoA:amino acid N-acyltransferase"
"97","K00660"," 09100 Metabolism","  09110 Biosynthesis of other secondary metabolites","   00941 Flavonoid biosynthesis","    K00660  CHS; chalcone synthase"
"98","K00667"," 09100 Metabolism","  09103 Lipid metabolism","   00061 Fatty acid biosynthesis","    K00667  FAS2; fatty acid synthase subunit alpha, fungi type"
"99","K00668"," 09100 Metabolism","  09103 Lipid metabolism","   00061 Fatty acid biosynthesis","    K00668  FAS1; fatty acid synthase subunit beta, fungi type"
"100","K00669"," 09100 Metabolism","  09105 Amino acid metabolism","   00380 Tryptophan metabolism","    K00669  AANAT; arylalkylamine N-acetyltransferase"
"101","K00670"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   04131 Membrane trafficking","    K00670  NAA30, MAK3; N-alpha-acetyltransferase 30"
"102","K00671"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K00671  NMT; glycylpeptide N-tetradecanoyltransferase"
"103","K00678"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00830 Retinol metabolism","    K00678  LRAT; phosphatidylcholine-retinol O-acyltransferase"
"104","K00680"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K00680  ytmI; uncharacterized N-acetyltransferase"
"105","K00685"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03016 Transfer RNA biogenesis","    K00685  ATE1; arginyl-tRNA---protein transferase"
"106","K00687"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00550 Peptidoglycan biosynthesis","    K00687  pbp2B, penA; penicillin-binding protein 2B"
"107","K00691"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K00691  mapA; maltose phosphorylase"
"108","K00695"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K00695  SUS; sucrose synthase"
"109","K00698"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K00698  CHS1; chitin synthase"
"110","K00699"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00040 Pentose and glucuronate interconversions","    K00699  UGT; glucuronosyltransferase"
"111","K00717"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00510 N-Glycan biosynthesis","    K00717  FUT8; glycoprotein 6-alpha-L-fucosyltransferase"
"112","K00730"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00510 N-Glycan biosynthesis","    K00730  OST4; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 4"
"113","K00749"," 09180 Brite Hierarchies","  09181 Protein families: metabolism","   01003 Glycosyltransferases","    K00749  E2.4.1.183; alpha-1,3-glucan synthase"
"114","K00750"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K00750  GYG1, GYG2; glycogenin"
"115","K00777"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03016 Transfer RNA biogenesis","    K00777  QTRT1; queuine tRNA-ribosyltransferase catalytic subunit"
"116","K00804"," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   00900 Terpenoid backbone biosynthesis","    K00804  GGPS1; geranylgeranyl diphosphate synthase, type III"
"117","K00807"," 09100 Metabolism","  09103 Lipid metabolism","   00590 Arachidonic acid metabolism","    K00807  LTC4S; leukotriene-C4 synthase"
"118","K00810"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K00810  UBIAD1; menadiol prenyltransferase"
"119","K00811"," 09100 Metabolism","  09105 Amino acid metabolism","   00250 Alanine, aspartate and glutamate metabolism","    K00811  ASP5; aspartate aminotransferase, chloroplastic"
"120","K00816"," 09100 Metabolism","  09105 Amino acid metabolism","   00270 Cysteine and methionine metabolism","    K00816  CCBL; kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase"
"121","K00825"," 09100 Metabolism","  09105 Amino acid metabolism","   00300 Lysine biosynthesis","    K00825  AADAT, KAT2; kynurenine/2-aminoadipate aminotransferase"
"122","K00835"," 09100 Metabolism","  09105 Amino acid metabolism","   00290 Valine, leucine and isoleucine biosynthesis","    K00835  avtA; valine--pyruvate aminotransferase"
"123","K00838"," 09100 Metabolism","  09105 Amino acid metabolism","   00270 Cysteine and methionine metabolism","    K00838  ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase"
"124","K00846"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00051 Fructose and mannose metabolism","    K00846  KHK; ketohexokinase"
"125","K00871"," 09130 Environmental Information Processing","  09132 Signal transduction","   04020 Calcium signaling pathway","    K00871  PHKG; phosphorylase kinase gamma subunit"
"126","K00877"," 09100 Metabolism","  09108 Metabolism of cofactors and vitamins","   00730 Thiamine metabolism","    K00877  THI20; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase / thiaminase"
"127","K00885"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K00885  nanK; N-acylmannosamine kinase"
"128","K00902"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00510 N-Glycan biosynthesis","    K00902  DOLK; dolichol kinase"
"129","K00913"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00562 Inositol phosphate metabolism","    K00913  ITPK1; inositol-1,3,4-trisphosphate 5/6-kinase / inositol-tetrakisphosphate 1-kinase"
"130","K00918"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00010 Glycolysis / Gluconeogenesis","    K00918  pfkC; ADP-dependent phosphofructokinase/glucokinase"
"131","K00934"," 09100 Metabolism","  09105 Amino acid metabolism","   00330 Arginine and proline metabolism","    K00934  E2.7.3.3; arginine kinase"
"132","K00944"," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K00944  AK3; nucleoside-triphosphate--adenylate kinase"
"133","K00960"," 09120 Genetic Information Processing","  09121 Transcription","   03020 RNA polymerase","    K00960  rpo13; DNA-directed RNA polymerase subunit 13"
"134","K00983"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00520 Amino sugar and nucleotide sugar metabolism","    K00983  neuA, nnaC; N-acylneuraminate cytidylyltransferase"
"135","K00991"," 09100 Metabolism","  09109 Metabolism of terpenoids and polyketides","   00900 Terpenoid backbone biosynthesis","    K00991  ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"136","K00993"," 09100 Metabolism","  09103 Lipid metabolism","   00564 Glycerophospholipid metabolism","    K00993  EPT1; ethanolaminephosphotransferase"
"137","K01003"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00620 Pyruvate metabolism","    K01003  bcpA; oxaloacetate decarboxylase"
"138","K01013"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K01013  TSTD1; thiosulfate:glutathione sulfurtransferase"
"139","K01014"," 09160 Human Diseases","  09161 Cancer: overview","   05204 Chemical carcinogenesis - DNA adducts","    K01014  SULT1A; aryl sulfotransferase"
"140","K01027"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00650 Butanoate metabolism","    K01027  OXCT; 3-oxoacid CoA-transferase"
"141","K01031"," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K01031  pcaI; 3-oxoadipate CoA-transferase, alpha subunit"
"142","K01032"," 09100 Metabolism","  09111 Xenobiotics biodegradation and metabolism","   00362 Benzoate degradation","    K01032  pcaJ; 3-oxoadipate CoA-transferase, beta subunit"
"143","K01040"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00650 Butanoate metabolism","    K01040  gctB; glutaconate CoA-transferase, subunit B"
"144","K01060"," 09100 Metabolism","  09110 Biosynthesis of other secondary metabolites","   00311 Penicillin and cephalosporin biosynthesis","    K01060  cah; cephalosporin-C deacetylase"
"145","K01067"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00620 Pyruvate metabolism","    K01067  E3.1.2.1, ACH1; acetyl-CoA hydrolase"
"146","K01071"," 09100 Metabolism","  09103 Lipid metabolism","   00061 Fatty acid biosynthesis","    K01071  MCH; medium-chain acyl-[acyl-carrier-protein] hydrolase"
"147","K01086"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00010 Glycolysis / Gluconeogenesis","    K01086  fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase"
"148","K01100"," 09100 Metabolism","  09102 Energy metabolism","   00710 Carbon fixation in photosynthetic organisms","    K01100  E3.1.3.37; sedoheptulose-bisphosphatase"
"149","K01102"," 09180 Brite Hierarchies","  09181 Protein families: metabolism","   01009 Protein phosphatases and associated proteins","    K01102  PDP; pyruvate dehydrogenase phosphatase"
"150","K01110"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00562 Inositol phosphate metabolism","    K01110  PTEN; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"
"151","K01120"," 09100 Metabolism","  09104 Nucleotide metabolism","   00230 Purine metabolism","    K01120  cpdP; 3',5'-cyclic-nucleotide phosphodiesterase"
"152","K01137"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00531 Glycosaminoglycan degradation","    K01137  GNS; N-acetylglucosamine-6-sulfatase"
"153","K01141"," 09120 Genetic Information Processing","  09124 Replication and repair","   03430 Mismatch repair","    K01141  sbcB, exoI; exodeoxyribonuclease I"
"154","K01153"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02048 Prokaryotic defense system","    K01153  hsdR; type I restriction enzyme, R subunit"
"155","K01156"," 09180 Brite Hierarchies","  09183 Protein families: signaling and cellular processes","   02048 Prokaryotic defense system","    K01156  res; type III restriction enzyme"
"156","K01160"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03400 DNA repair and recombination proteins","    K01160  rusA; crossover junction endodeoxyribonuclease RusA"
"157","K01163"," 09190 Not Included in Pathway or Brite","  09194 Poorly characterized","   99997 Function unknown","    K01163  K01163; uncharacterized protein"
"158","K01167"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03019 Messenger RNA biogenesis","    K01167  rnaSA; ribonuclease T1"
"159","K01170"," 09180 Brite Hierarchies","  09182 Protein families: genetic information processing","   03016 Transfer RNA biogenesis","    K01170  endA; tRNA-intron endonuclease, archaea type"
"160","K01177"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K01177  E3.2.1.2; beta-amylase"
"161","K01180"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K01180  E3.2.1.6; endo-1,3(4)-beta-glucanase"
"162","K01184"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00040 Pentose and glucuronate interconversions","    K01184  E3.2.1.15; polygalacturonase"
"163","K01185"," 09190 Not Included in Pathway or Brite","  09191 Unclassified: metabolism","   99980 Enzymes with EC numbers","    K01185  E3.2.1.17; lysozyme"
"164","K01186"," 09100 Metabolism","  09103 Lipid metabolism","   00600 Sphingolipid metabolism","    K01186  NEU1; sialidase-1"
"165","K01188"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K01188  E3.2.1.21; beta-glucosidase"
"166","K01193"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00052 Galactose metabolism","    K01193  INV, sacA; beta-fructofuranosidase"
"167","K01199"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K01199  EGLC; glucan endo-1,3-beta-D-glucosidase"
"168","K01205"," 09100 Metabolism","  09107 Glycan biosynthesis and metabolism","   00531 Glycosaminoglycan degradation","    K01205  NAGLU; alpha-N-acetylglucosaminidase"
"169","K01210"," 09100 Metabolism","  09101 Carbohydrate metabolism","   00500 Starch and sucrose metabolism","    K01210  E3.2.1.58; glucan 1,3-beta-glucosidase"
