"","P16_x100_t72","P16_x100_t48","P16_x100_t3","P16_x100_t24","P16_x100_t168","P16_x100_t0","P14_x100_t72","P14_x100_t48","P14_x100_t3","P14_x100_t24","P14_x100_t168","P14_x100_t0","P13_x50_t72","P13_x50_t48","P13_x50_t3","P13_x50_t24","P13_x50_t168","P13_x50_t0","P10_x50_t72","P10_x50_t48","P10_x50_t3","P10_x50_t24","P10_x50_t168","P10_x50_t0","P09_x50_t72","P09_x50_t48","P09_x50_t3","P09_x50_t24","P09_x50_t168","P09_x50_t0","P08_x100_t72","P08_x100_t48","P08_x100_t24","P08_x100_t168","P08_x100_t0","P04_x50_t72","P04_x50_t48","P04_x50_t3","P04_x50_t24","P04_x50_t168","P03_x100_t72","P03_x100_t48","P03_x100_t3","P03_x100_t24","P03_x100_t168","P03_x100_t0"
"CBM11 Modules of approx. 180-200 residues. The CBM11 of Clotridium thermocellum Cel26A-Cel5E has been shown to bind both beta-1,4-glucan and beta-1,3-1,4-mixed linked glucans.",5.57438029715393,6.00456532671472,4.54490138830999,5.59755543437405,6.03007933539133,5.86856105773008,6.13728646247263,6.23026072451898,5.306876243786,6.03048337478834,4.84046433099719,6.22220706376911,6.17610642808037,6.40573535021758,5.6948826470659,5.75436329117883,6.36240121092053,5.48360956837399,6.02480364927176,5.32959949842944,3.96892073334278,5.33026690383634,4.79953012782105,7.23843933086506,6.51963735463054,6.41029815713854,5.29088707680256,6.16028891288238,6.66862556207569,6.45578240037303,6.19804637989899,5.91994309398334,5.68340218936107,6.10356663186149,5.66738127042819,5.40317861471352,6.11862125253779,4.65085485966703,4.92658016797543,6.42245118301981,6.24943612597742,6.06788335529346,5.23564091957308,5.52595008391048,6.21675761401433,3.96892073334278
"CBM13 Modules of approx. 150 residues which always appear as a threefold internal repeat. The only apparent exception to this, xylanase II of Actinomadura sp. FC7 (GenBank U08894), is in fact not completely sequenced. These modules were first identified in several plant lectins such as ricin or agglutinin of Ricinus communis which bind galactose residues. The three-dimensional structure of a plant lectin has been determined and displays a pseudo-threefold symmetry in accord with the observed sequence threefold repeat. These modules have since been found in a number of other proteins of various functions including glycoside hydrolases and glycosyltransferases. While in the plant lectins this module binds mannose, binding to xylan has been demonstrated in the Streptomyces lividans xylanase A and arabinofuranosidase B. Binding to GalNAc has been shown for the corresponding module of GalNAc transferase 4. For the other proteins, the binding specificity of these modules has not been established. The pseudo three-fold symmetry of the CBM13 module has now been confirmed in the 3-D structure of the intact, two-domain, xylanase of Streptomyces olivaceoviridis.",10.1071434086987,9.69021216011314,7.4329733970195,7.39690161086744,10.4422346398595,10.1178287039144,10.9727122974905,10.196720978455,8.41143233142215,9.71430678356334,11.5315509185648,9.9121902322685,11.2684187234762,11.3177929168716,8.31799975717529,9.86108228966666,12.5062805856665,10.7744628028342,11.8289687827893,11.2860237745165,8.69903579283474,10.3469898757382,11.8709904638313,10.6144778254739,10.2872982833385,9.71619853692026,7.92052767501712,8.62861225008234,11.5477715173663,9.00770672774091,10.7237141976489,10.1045736098863,9.18335111718729,10.7399673125302,9.20570576371266,10.2439357038919,10.2604899824945,7.83553344570152,8.44006192821016,11.2872410747143,10.7643950962227,10.5166996629574,8.00469463016623,8.75878871462883,10.416847845137,9.52089900595103
"CBM16 Carbohydrate-binding module 16. Binding to cellulose and glucomannan demonstrated [B. Bae et al (2008) J Biol Chem. 283:12415-25 (PMID: 18025086)]",6.47519156823841,5.73689246774166,6.19984519781107,5.54492211039155,7.51101795543923,6.51162524618277,6.7574075764245,6.28733088704873,5.74415756259345,5.80681624088431,6.3723694697478,3.96892073334278,6.77179943585713,6.41434145549695,6.29702786942264,5.34570728680143,6.50550542938548,3.96892073334278,6.78179469325181,5.42437043288984,5.12436684842045,5.99143227225284,7.26886676558656,3.96892073334278,6.25131950287573,6.30135924855225,6.34509722199174,5.43275695513429,6.93206412990882,5.51424877884186,6.59216918309644,6.25606989416294,5.32925308664605,6.65322390210179,3.96892073334278,5.35951668715981,6.01796068331485,5.92572535319439,4.70581151627715,7.48634093055471,6.59748078675735,5.91915251469477,6.10722075523076,5.03890714757303,6.90752736065233,3.96892073334278
"CBM2 Modules of approx. 100 residues and which are found in a large number of bacterial enzymes. The cellulose-binding function has been demonstrated in many cases. Several of these modules have been shown to also bind chitin or xylan.",9.88034540340598,9.26760542666875,7.40067172827615,7.01605105983955,11.4382875644198,9.42706319798072,10.6191611760697,10.2207872965614,8.01486247482038,9.36872189385187,11.4320229265225,10.107786793869,11.4829841617435,11.0242160636143,8.32643922448721,9.95177554620982,12.2950244025004,10.8204407259824,11.5804538749321,11.024687471173,8.20259644201587,10.5621418635147,11.9018273388375,10.3271686489137,10.6638283695821,9.70003940101131,7.82648295760376,8.87995342100511,12.2637284382442,9.47651338750127,10.332920783037,9.75544252153367,8.56253637480654,10.7384400865019,9.95427894479382,10.2846121672622,10.2854477375464,7.85351454327568,7.85702876969225,11.459066949493,10.4658333140733,10.5776080027908,7.53680233140955,9.0250318156355,10.9740994447551,9.71021786197045
"CBM20 The granular starch-binding function has been demonstrated in several cases. Interact strongly with cyclodextrins. Often designated as starch-binding domains (SBD).",6.92178159656793,6.52303262487554,5.73531342254945,5.84463725829706,7.89140891161155,3.96892073334278,7.01642356962751,6.51302805859915,6.24011594648217,6.65531353030959,7.01754455611684,3.96892073334278,6.71830032153129,7.1069178512162,5.54233748553748,6.4538766182735,6.9713692164464,3.96892073334278,6.29850442067262,7.71792385867261,5.89952804495602,6.33653462137526,6.66999028354222,5.2635437573542,6.47007614439253,6.27681409180351,4.63355255409206,5.64336857467995,7.54887458055216,3.96892073334278,6.9087580937414,6.82050301608711,6.26738951553374,7.25499361441656,3.96892073334278,7.04871163656722,6.07762644395522,5.79198751935022,6.45223697282839,7.25764230447435,6.76875998405825,7.08130182905881,5.0384474221623,5.87515391643513,7.51221265667417,3.96892073334278
"CBM22 A xylan binding function has been demonstrated in several cases and affinity with mixed beta-1,3/beta-1,4-glucans in one. In several cases a thermostabilizing effect has also been seen.",5.68309433439993,5.59274050821639,6.25084638232462,9.40716169044318,6.11852684237233,3.96892073334278,5.44670917481135,6.20672566105909,7.80336325115569,6.0936715163627,5.25336266725462,3.96892073334278,6.65123699376917,6.32569598770751,6.98307408042276,5.64610335656523,6.42388070910062,5.22335664386329,6.18234393147237,6.35279150720593,8.6842304127393,6.99979206487304,6.98075897939988,3.96892073334278,5.55926683688424,6.48304600588101,6.17934225718348,6.81887355791483,6.28149948507085,6.06973617428719,5.64520680160334,6.58147037013234,7.7883340100438,5.90169325112799,5.66738127042819,6.47063025002545,6.44582713844428,6.54793050869037,7.50823574271537,6.51020255447767,6.62391787550182,6.91833268467866,7.7426862724398,9.31519163344118,6.3766196187454,7.04920601654445
"CBM23 Mannan-binding function demonstrated in one case.",3.96892073334278,4.93836760074915,4.95394273496054,7.22181087482199,3.96892073334278,3.96892073334278,4.28331238017358,4.64319366443765,4.49009997922905,4.5190787181688,3.96892073334278,3.96892073334278,4.60711681438772,4.90726201681433,5.20143093201634,3.96892073334278,4.81428415088929,3.96892073334278,4.78768889663681,5.44237715919895,3.96892073334278,4.92698651992554,3.96892073334278,3.96892073334278,4.8489868383137,4.78212889231049,5.57253285595685,5.8220316919605,3.96892073334278,3.96892073334278,3.96892073334278,5.36952497040087,5.95579656718366,3.96892073334278,3.96892073334278,3.96892073334278,4.66254287308314,4.77288539013661,5.98240666665928,3.96892073334278,4.36092948939443,5.41513320883629,4.38108144516925,6.17349894610647,3.96892073334278,3.96892073334278
"CBM3 Modules of approx. 150 residues found in bacterial enzymes. The cellulose-binding function has been demonstrated in many cases. In one instance binding to chitin has been reported.",4.26707018437362,4.8123106633698,3.96892073334278,3.96892073334278,5.55273944937387,3.96892073334278,4.99212410662588,4.98703124566011,4.70207921415988,4.61833123660726,4.58980645451801,3.96892073334278,5.32115970650203,5.02782375178236,3.96892073334278,4.75227746744079,5.684998716656,3.96892073334278,4.38240438228897,3.96892073334278,3.96892073334278,4.90468252633661,4.56024774487019,3.96892073334278,5.45095464343674,4.54769945591438,3.96892073334278,3.96892073334278,5.58903309891468,3.96892073334278,4.45808958429931,4.99170450122154,4.752335765779,5.51965221331568,3.96892073334278,5.10871421164283,4.8414088962648,4.87729313862926,3.96892073334278,4.91292622631187,4.55471205436794,4.67258196757938,4.38108144516925,4.69913342491542,5.32173924103495,3.96892073334278
"CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278).",8.82317117690229,7.8787256713781,7.61272965899686,7.25664166555017,8.96159149218627,7.54327791261632,8.3758967288798,8.44843980960837,8.19910649626674,8.18679691848909,7.78251962473326,7.40721569662329,8.73568949682389,8.49172960863741,8.57324170287352,8.27459502465129,8.90152113006968,8.20539521875017,9.11736039979892,8.25522042803718,7.81464126265477,7.8719195320306,8.82955902673755,7.36296716564698,8.70345292591676,8.73977703893959,7.11219116649517,8.24474226035947,8.94891819405627,7.62908918343071,8.46636842949394,8.34246299519193,7.62694394189353,8.34644022566402,7.3542726090278,8.2170823581876,8.36392836094566,7.92750773642378,7.73244844987049,8.99488660020059,8.3983216443158,8.6751659484091,7.59596681128339,7.21840886087266,8.82783940315029,7.77468629086377
"CBM34 Modules of approx. 120 residues. Granular starch-binding function has been demonstrated in the case of Thermoactinomyces vulgaris R-47 alpha-amylase 1 (TVAI).",4.63096586975371,5.49689930662904,4.54490138830999,4.78573787203371,4.79007152739472,3.96892073334278,4.66649836418089,4.64319366443765,4.60553146356764,5.2585510938206,3.96892073334278,3.96892073334278,5.25258422640939,4.87422477735529,4.57470949124145,4.75227746744079,5.03744443774897,3.96892073334278,4.4744770520156,3.96892073334278,4.87316413497128,4.48769107758941,6.04068921827251,3.96892073334278,4.8489868383137,4.81443215775357,3.96892073334278,4.54245574705444,5.80567882973525,3.96892073334278,4.56661810393631,4.69954596654431,4.8699694884492,4.65594012126873,3.96892073334278,5.40317861471352,4.81448190047532,4.40260532464644,4.96422925098307,3.96892073334278,5.17679026171399,4.82660741758532,4.54985545684646,4.53692238886995,4.87882862399048,3.96892073334278
"CBM35 Modules of approx. 130 residues. A module that is conserved in three Cellvibrio xylan-degrading enzymes binds to xylan and the interaction is calcium dependent, while a module from a Cellvibrio mannanase binds to decorated soluble mannans and mannooligosaccharides. A module in a Phanerochaete chrysosporium galactan 1,3-beta-galactosidase binds to beta-galactan.",7.8928514103333,7.54980784135045,7.78068224515786,8.83149135352398,8.22344439423992,7.54327791261632,7.55681450747144,7.49438378915768,8.22430989992387,7.86477218644067,7.38201873186845,5.6350468589763,7.76195525162369,8.2800922562794,8.46662702711802,7.88319291391245,8.07877805239268,5.87397649631897,8.00565857898029,7.89672556236634,8.90244405272976,7.91146164896291,6.95997360004882,6.09078658633822,7.39307565044476,6.93207409721812,7.33736700175489,7.85714985624577,7.73602677696713,6.2767396428444,7.60057986982566,7.49864418004559,7.18158507332345,7.42816974411277,6.98524649089542,7.15254310273494,6.61193369870406,7.58928116090698,7.41983522257939,7.457896223913,7.76858224782418,7.8165576788328,7.5165211426117,7.7174183279937,7.96133451988993,7.04920601654445
"CBM37 Modules of approx. 100 residues, conserved in numerous R. albus polysaccharide-degrading enzymes and other proteins from this bacterium. Several members of CBM37 have been shown to exhibit rather broad binding specificity to xylan, chitin, microcrystalline and phosphoric-acid swollen cellulose, as well as more heterogeneous substrates, such as alfalfa cell walls, banana stem and wheat straw.",5.1985552369061,5.19122339565129,3.96892073334278,5.26013181692093,4.79007152739472,3.96892073334278,4.79119458882694,5.14676348760402,3.96892073334278,4.87988980634255,3.96892073334278,3.96892073334278,4.4220175670119,5.0824773135451,3.96892073334278,3.96892073334278,4.39611307151997,3.96892073334278,3.96892073334278,4.32096527946803,3.96892073334278,5.14093888146727,3.96892073334278,3.96892073334278,3.96892073334278,4.63577519409389,3.96892073334278,3.96892073334278,4.78578448271854,3.96892073334278,3.96892073334278,4.56756508867792,4.752335765779,4.70984846849352,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.44830136965457,3.96892073334278,3.96892073334278,3.96892073334278,4.55004597712989,3.96892073334278
"CBM38 The inulin-binding function has been demonstrated in the case of the cycloinulo-oligosaccharide fructanotransferase from Paenibacillus macerans (Bacillus macerans) by Lee et al. (2004) FEMS Microbiol Lett 234:105-10. (PMID:15109727).",7.22053300770129,7.08699809799064,8.84786676107353,8.12634688893647,6.86423837465946,5.86856105773008,7.61328129155806,7.60249083434672,8.80428101032393,7.32830593218963,6.87764797937259,5.6350468589763,7.52478662810899,7.72442797967282,8.92093496438408,7.12477545748476,7.69945613469608,7.0944112769119,7.64673731647717,7.13560698396872,9.23242744932274,7.79385900312944,7.6753236798707,7.58334906194279,7.15260319124331,7.10049332324654,9.12264455404287,7.40334079131591,7.35066486258357,7.95180452715149,7.76420216258927,7.52406323157941,7.65561583450684,7.8217332001011,5.66738127042819,7.40168018386521,7.31216039346136,10.2256215051355,8.60410909890108,7.55505751252318,7.38470175014269,7.21803219131208,9.83974951478648,8.39005676363536,7.5576100566922,5.94641549030932
"CBM4 Modules of approx. 150 residues found in bacterial enzymes. Binding of these modules has been demonstrated with xylan, beta-1,3-glucan, beta-1,3-1,4-glucan, beta-1,6-glucan and amorphous cellulose but not with crystalline cellulose.",5.4794413808591,5.57730925433288,4.54490138830999,4.65500014978568,5.86756858786968,3.96892073334278,5.70001826341416,5.79005868357529,4.49009997922905,5.48339398903462,5.6893341792906,3.96892073334278,6.1923057253364,6.29791663701427,4.74727445301292,4.52619628654456,6.21629502559122,3.96892073334278,6.27355628499622,6.4197782050075,5.26077303880966,6.01589840090505,4.97952408159018,5.74712833802835,4.59596789206961,4.87522328785989,4.779441046401,3.96892073334278,6.26898370167036,3.96892073334278,5.96289516553383,6.19165524442398,5.48442461913784,6.12998793896743,3.96892073334278,5.58088509981466,6.21205843298866,5.54674792309493,5.06834759016301,6.29578759463172,5.81603543466983,5.90695763108562,4.67807328949646,5.45099472857019,5.85780135063906,3.96892073334278
"CBM40 Modules of approx. 200 residues, found at the N-terminus of GH33 sialidases. Can also be found inserted in the beta-propeller of GH33 sialidases. The sialic acid binding function has been demonstrated for the N-terminal CBM40 of Vibrio cholerae sialidase (Moustafa et al. (2004) J Biol Chem 279:40819-26) (PMID: 15226294).",5.40259767985144,4.84574462477062,3.96892073334278,3.96892073334278,4.79007152739472,3.96892073334278,4.84633033341471,4.52110995959466,4.70207921415988,4.87988980634255,5.02865845085883,3.96892073334278,5.14020116603371,4.87422477735529,3.96892073334278,3.96892073334278,5.18281810839149,3.96892073334278,4.38240438228897,5.32959949842944,3.96892073334278,4.88175737654326,5.37162346454086,3.96892073334278,4.41404066620118,3.96892073334278,3.96892073334278,3.96892073334278,5.10968236404323,3.96892073334278,5.16330658616895,4.80967090514609,4.78351613960475,4.65594012126873,3.96892073334278,4.50255410409261,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.76925387414698,4.57979387966192,3.96892073334278,4.66238431765906,4.55004597712989,3.96892073334278
"CBM41 Modules of approx. 100 residues found in primarily in bacterial pullulanases. The N-terminal module from Thermotoga maritima Pul13 has been shown to bind to the alpha-glucans amylose, amylopectin, pullulan, and oligosaccharide fragments derived from these polysaccharides (Lammerts van Bueren et al. (2004) Biochemistry 43:15633-42) (PMID: 15581376).",6.80316792618992,6.97402067409416,4.54490138830999,6.43868563193798,7.0341875678192,7.41580551948543,6.70560570275091,7.00106197067865,6.04025915824518,6.7083658814148,7.49319844782676,5.6350468589763,7.42291142272351,7.52640175390115,5.32747496060508,7.22051012735242,6.91366098100979,7.02532390639618,7.4881297564966,7.23428453616724,5.72254387171736,7.13726365628755,7.6239017083169,5.74712833802835,7.38000689182581,6.869321125044,5.36259380343144,5.59420599160187,7.42895266037044,6.75559413429607,7.38040020316986,6.98798866077145,6.59402763437118,7.24343270918726,6.98524649089542,7.3002312702537,6.89839343714138,5.87015462361465,6.30204971118598,7.15469451232238,7.71538472343187,7.126715651799,5.98834641504734,6.35774813794844,7.48635113678539,5.41764347307047
"CBM42 Modules of approx. 160 residues found mostly at the C-terminus of GH54 catalytic domains. Binding to arabinofuranose (present in arabinoxylan) has been demonstrated.",6.7763774926799,7.13549196704272,4.67206433046536,7.60750177600697,7.51101795543923,5.86856105773008,6.52536730754665,6.66488074790077,5.05472188662412,6.2757034405254,7.17480699979398,6.93739546173129,6.939658445458,7.13266173095695,5.36633208173689,6.56946206972414,6.9794220999372,6.1704704472701,7.07738050620721,7.07595068248991,6.0382748176545,6.45746537370769,7.09938341257281,3.96892073334278,7.51754181853424,6.74050073467394,5.1868662923818,6.68879919542335,7.18623484814411,5.82307105023876,6.82880515965137,6.79051873342822,6.37109962820117,6.73908178694066,3.96892073334278,6.37646230385552,6.45838901352671,4.82686154087388,6.0529229654452,7.18985204006627,7.46112310877787,7.49599728297419,5.58780581736873,6.80613381952964,6.57062818824758,7.04920601654445
"CBM44 The C-terminal CBM44 module of the Clostridium thermocellum enzyme has been demonstrated to bind equally well cellulose and xyloglucan",6.02544583846723,6.15933365986745,5.84290181806429,6.29871318633747,6.42265369682909,6.51162524618277,6.59576377374744,6.89060997933893,6.11033381382729,6.83271369689707,6.84036569839111,3.96892073334278,6.55639990674555,6.78726155085261,6.2046758895301,5.94583906716205,6.62463176779647,5.87397649631897,6.50432921612678,6.11869529680263,5.78440721729056,6.54155688711786,6.83976736848756,5.2635437573542,5.03887707275942,5.73045442698363,5.57253285595685,5.69057179511864,5.67241183305263,3.96892073334278,5.75607218177566,6.07329846109566,6.03179655595078,6.20619361949097,5.66738127042819,4.43171299334171,6.45838901352671,4.82686154087388,5.76105698063054,6.39188768186617,5.6521693749945,6.31341016502205,5.45038197224337,5.6626386959652,6.06451093526565,5.41764347307047
"CBM46 Modules of approx. 100 residues, found at the C-terminus of several GH5 cellulases. Cellulose-binding function demonstrated in one case.",4.802089696216,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,3.96892073334278,4.21614974783257,5.31827817208113,3.96892073334278,4.4220175670119,4.58930337925847,3.96892073334278,3.96892073334278,4.39611307151997,3.96892073334278,5.17793195663543,4.82095465504135,3.96892073334278,3.96892073334278,5.97717332847227,3.96892073334278,6.05976423055503,4.63577519409389,3.96892073334278,3.96892073334278,4.96300525510754,3.96892073334278,4.56661810393631,3.96892073334278,4.29201698455964,3.96892073334278,3.96892073334278,4.34732562185088,3.96892073334278,3.96892073334278,4.25003185137483,4.44719591298088,5.03889580210418,4.79106965879239,3.96892073334278,3.96892073334278,4.78538397140473,3.96892073334278
