Pathway,Subpathway,shared, KO,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K00632,"fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01061,E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01426,"E3.5.1.4, amiE; amidase [EC:3.5.1.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01501,E3.5.5.1; nitrilase [EC:3.5.5.1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01560,E3.8.1.2; 2-haloacid dehalogenase [EC:3.8.1.2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01561,dehH; haloacetate dehalogenase [EC:3.8.1.3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01563,dhaA; haloalkane dehalogenase [EC:3.8.1.5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01617,"dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01666,mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01692,"paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01721,nthA; nitrile hydratase subunit alpha [EC:4.2.1.84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01782,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01821,"praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01825,fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01856,catB; muconate cycloisomerase [EC:5.5.1.1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K01860,E5.5.1.7; chloromuconate cycloisomerase [EC:5.5.1.7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K02554,mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K03268,"todC1, bedC1, tcbAa; benzene/toluene/chlorobenzene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11 1.14.12.26]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K03380,E1.14.13.7; phenol 2-monooxygenase (NADPH) [EC:1.14.13.7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K03381,"catA; catechol 1,2-dioxygenase [EC:1.13.11.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K03391,pcpB; pentachlorophenol monooxygenase [EC:1.14.13.50],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04072,adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04073,mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04098,"chqB; hydroxyquinol 1,2-dioxygenase [EC:1.13.11.37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04100,"ligA; protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04101,"ligB; protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04105,hbaA; 4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04107,"hcrC, hbaB; 4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04108,"hcrA, hbaC; 4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04109,"hcrB, hbaD; 4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K04110,badA; benzoate-CoA ligase [EC:6.2.1.25],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K05549,"benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K05550,"benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K05783,benD-xylL; dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K05784,"benC-xylZ; benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K07104,"catE; catechol 2,3-dioxygenase [EC:1.13.11.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K07511,ECHS1; enoyl-CoA hydratase [EC:4.2.1.17],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K07514,"EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K07515,HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K07824,CYP53A1; benzoate 4-monooxygenase [EC:1.14.14.92],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K10216,"dmpD, xylF; 2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K10217,"dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K10219,ligC; 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K10221,"ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K10621,"cmtC, dhbA; 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K10622,"cmtD, dhbB; HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase [EC:4.1.1.-]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K13953,"adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K13954,yiaY; alcohol dehydrogenase [EC:1.1.1.1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K14333,"DHBD; 2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K14578,"nahAb, nagAb, ndoA, nbzAb, dntAb; naphthalene 1,2-dioxygenase ferredoxin component",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K14579,"nahAc, ndoB, nbzAc, dntAc; naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K14580,"nahAd, ndoC, nbzAd, dntAd; naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K14581,"nahAa, nagAa, ndoR, nbzAa, dntAa; naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K14582,"nahB, doxE; cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29 1.3.1.60]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K14599,dbfA1; dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K14600,dbfA2; dibenzofuran dioxygenase subunit beta [EC:1.14.12.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K15757,xylM; toluene methyl-monooxygenase [EC:1.14.15.26],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K15758,xylA; toluene methyl-monooxygenase electron transfer component [EC:1.18.1.3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K15766,"absAa; 2-aminobenzenesulfonate 2,3-dioxygenase subunit alpha [EC:1.14.12.14]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K15767,"absAb; 2-aminobenzenesulfonate 2,3-dioxygenase subunit beta [EC:1.14.12.14]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K16242,"dmpN, poxD, tomA3; phenol/toluene 2-monooxygenase (NADH) P3/A3 [EC:1.14.13.244 1.14.13.243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K16243,"dmpL, poxB, tomA1; phenol/toluene 2-monooxygenase (NADH) P1/A1 [EC:1.14.13.244 1.14.13.243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K16244,"dmpM, poxC, tomA2; phenol/toluene 2-monooxygenase (NADH) P2/A2 [EC:1.14.13.244 1.14.13.243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K16245,"dmpO, poxE, tomA4; phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K16246,"dmpP, poxF, tomA5; phenol/toluene 2-monooxygenase (NADH) P5/A5 [EC:1.14.13.244 1.14.13.243]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K16249,"dmpK, poxA, tomA0; phenol/toluene 2-monooxygenase (NADH) P0/A0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K16268,"todC2, bedC2, tcbAb; benzene/toluene/chlorobenzene dioxygenase subunit beta [EC:1.14.12.3 1.14.12.11 1.14.12.26]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K16269,"todD, tcbB; cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase [EC:1.3.1.19 1.3.1.119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K18089,"todB, tcbAc; benzene/toluene/chlorobenzene dioxygenase ferredoxin component",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K18090,"todA, tcbAd; benzene/toluene/chlorobenzene dioxygenase ferredoxin reductase component [EC:1.18.1.3 1.18.1.-]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K18364,"bphH, xylJ, tesE; 2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K18365,"bphI, xylK, nahM, tesG; 4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K18366,"bphJ, xylQ, nahO, tesF; acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K19065,mobA; 3-hydroxybenzoate 4-monooxygenase [EC:1.14.13.23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K20458,hcl; 3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase [EC:6.2.1.37 6.2.1.27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K20807,nthB; nitrile hydratase subunit beta [EC:4.2.1.84],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,shared,,K23529,"E1.6.5.7; 2-hydroxy-1,4-benzoquinone reductase [EC:1.6.5.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K03464,catC; muconolactone D-isomerase [EC:5.3.3.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K01055,pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K14727,pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K01031,"pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K01032,"pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K07823,pcaF; 3-oxoadipyl-CoA thiolase [EC:2.3.1.174],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K20941,graF; gamma-resorcylate decarboxylase [EC:4.1.1.103],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K20942,graA; resorcinol 4-hydroxylase (FADH2) [EC:1.14.14.27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K20943,E1.14.13.219; resorcinol 4-hydroxylase (NADPH) [EC:1.14.13.219],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],,K20944,tsdB; resorcinol 4-hydroxylase (NADH) [EC:1.14.13.220],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
