Biomolecule,Shared,Shared2,KO,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,aminosugar production,from Fru-6P,k11528,glmU; UDP-N-acetylglucosamine pyrophosphorylase [EC:2.7.7.23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,aminosugar production,from UDP-glcNac or GlcNac-6P,k12409,GNE; bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase [EC:3.2.1.183 2.7.1.60],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,aminosugar production,from UDP-glcNac or GlcNac-6P,k13015,wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,aminosugar production,from UDP-glcNac or GlcNac-6P,k15894,"pseB; UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.115]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,aminosugar production,from UDP-glcNac or GlcNac-6P,k15912,"pglF; UDP-N-acetyl-D-glucosamine 4,6-dehydratase [EC:4.2.1.135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,aminosugar production,from UDP-glcNac or GlcNac-6P,K22292,mupP; N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,aminosugar production,from UDP-glcNac or GlcNac-6P,k22926,"tviB, vipA; UDP-N-acetylglucosamine 6-dehydrogenase [EC:1.1.1.136]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k01921,ddl; D-alanine-D-alanine ligase [EC:6.3.2.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k00887,dgkA; undecaprenol kinase [EC:2.7.1.66],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k00806,uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k06153,bacA; undecaprenyl-diphosphatase [EC:3.6.1.27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k19302,bcrC; undecaprenyl-diphosphatase [EC:3.6.1.27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k01924,murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k01925,murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k01928,"murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k01929,murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k01000,mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k02563,murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k07009,gatD; lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k12554,murN; alanine adding enzyme [EC:2.3.2.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k23169,murD2; UDP-N-acetylmuramoyl-L-alanine---L-glutamate ligase [EC:6.3.2.53],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k23170,murL; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-L-glutamate epimerase [EC:5.1.1.23],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k05362,murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k01798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k23393,murT; lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k11693,"femX, fmhB; peptidoglycan pentaglycine glycine transferase (the first glycine) [EC:2.3.2.16]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k11694,femA; peptidoglycan pentaglycine glycine transferase (the second and third glycine) [EC:2.3.2.17],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k11695,femB; peptidoglycan pentaglycine glycine transferase (the fourth and fifth glycine) [EC:2.3.2.18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis,PG synthesis,peptidoglycan unit synthesis,k15792,murEF; murE/murF fusion protein [EC:6.3.2.13 6.3.2.10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-transpeptidase,k00687,"pbp2B, penA; penicillin-binding protein 2B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-transpeptidase,k02545,mecA; penicillin-binding protein 2 prime [EC:3.4.16.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-Transpeptidase (Class B PBP),k03587,ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase/DD-Transpeptidase (Class A PBP),k03693,pbp1b; penicillin-binding protein 1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase,k03814,mtgA; monofunctional glycosyltransferase [EC:2.4.1.129],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase,k04478,sgtB; monofunctional glycosyltransferase [EC:2.4.1.129],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,amino acid ligase,k05363,murM; serine/alanine adding enzyme [EC:2.3.2.10],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-Transpeptidase (Class B PBP),k05364,pbpA; penicillin-binding protein A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase/DD-Transpeptidase (Class A PBP),k05365,mrcB; penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase/DD-Transpeptidase (Class A PBP),k05366,mrcA; penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase/DD-Transpeptidase (Class A PBP),k05367,pbpC; penicillin-binding protein 1C [EC:2.4.1.129],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-Transpeptidase (Class B PBP),k05515,mrdA; penicillin-binding protein 2 [EC:3.4.16.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-Carboxypeptidase/DD-Endopeptidase (Low molecular weight PBP),k07258,"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-Carboxypeptidase/DD-Endopeptidase (Low molecular weight PBP),k07259,dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Carboxypeptidase,k07260,vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-Transpeptidase (Class B PBP),k08384,spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Carboxypeptidase,K08640,E3.4.17.14; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Carboxypeptidase,K08641,vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-Transpeptidase (Class B PBP),k08724,pbpB; penicillin-binding protein 2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase,k12551,sgtA; monofunctional glycosyltransferase [EC:2.4.1.129],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-transpeptidase,k12552,pbpA; penicillin-binding protein 1 [EC:3.4.-.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-transpeptidase,k12553,pbp3; penicillin-binding protein 3 [EC:3.4.-.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase/DD-Transpeptidase (Class A PBP),k12555,pbp2A; penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-transpeptidase,k12556,pbp2X; penicillin-binding protein 2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-Transpeptidase (Class B PBP),k18149,"pbp5, pbp4, pbp3; penicillin-binding protein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase/DD-Transpeptidase (Class A PBP),k18770,pbpD; penicillin-binding protein 4 [EC:2.4.1.129 3.4.16.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Carboxypeptidase,k18866,vanXY; zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,Glycosyltransferase/DD-Transpeptidase (Class A PBP),k21464,pbpG; penicillin-binding protein 2D [EC:2.4.1.129 3.4.16.4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-transpeptidase,k21465,pbpA; penicillin-binding protein A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-transpeptidase,k21466,pbpH; penicillin-binding protein H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,cell wall formation,DD-transpeptidase,k21468,pbpI; penicillin-binding protein 4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,DD-Carboxypeptidase/DD-Endopeptidase (Low molecular weight PBP),k18988,ampH; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,DD-Carboxypeptidase/DD-Endopeptidase (Low molecular weight PBP),k07262,pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Transpeptidase,K16291,"erfK; L,D-transpeptidase ErfK/SrfK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Transpeptidase,K19235,"ybiS; L,D-transpeptidase YbiS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Endopeptidase,K07261,mepA; penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Endopeptidase,K19303,mepH; murein DD-endopeptidase [EC:3.4.-.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Endopeptidase,K13694,"mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Endopeptidase,K19304,mepM; murein DD-endopeptidase [EC:3.4.24.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Endopeptidase,K19224,"lytE, cwlF; peptidoglycan DL-endopeptidase LytE [EC:3.4.-.-]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Endopeptidase,K19223,"lytF, cwlE; peptidoglycan DL-endopeptidase LytF [EC:3.4.-.-]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Endopeptidase,K17733,cwlK; peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Endopeptidase,K08259,lytM; lysostaphin [EC:3.4.24.75],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Lytic transglycosylase,K08309,slt; soluble lytic murein transglycosylase [EC:4.2.2.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Lytic transglycosylase,K08304,mltA; membrane-bound lytic murein transglycosylase A [EC:4.2.2.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Lytic transglycosylase,K08305,mltB; membrane-bound lytic murein transglycosylase B [EC:4.2.2.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Lytic transglycosylase,K08306,mltC; membrane-bound lytic murein transglycosylase C [EC:4.2.2.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Lytic transglycosylase,K08307,"mltD, dniR; membrane-bound lytic murein transglycosylase D [EC:4.2.2.-]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Lytic transglycosylase,K18691,mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Amidase,K01448,amiABC; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Amidase,K11066,"E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptidoglycan biosynthesis and degradation,remodeling,Amidase,K03806,ampD; N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
